title,link,description,published,source,guid
Why Warren Buffett Isn't Likely to Buy Tesla Stock -- Ever,https://www.fool.com/investing/2025/04/25/why-warren-buffett-isnt-likely-to-buy-tesla-stock/?.tsrc=rss,"Back on April Fools' Day, there were rumors about Warren Buffett acquiring Tesla (NASDAQ: TSLA) for $1 trillion and taking it over, in what would have been a stunning move for the billionaire investor.  While Tesla is a leading company in the electric vehicle (EV) market, it's simply not the type of stock I would ever expect Buffett to buy, let alone for it to take up a significant position in the Berkshire Hathaway (NYSE: BRK.A)(NYSE: BRK.B) portfolio.  Here's why Buffett would likely never own the stock, regardless of its valuation.",2025-04-25 09:45:00,Yahoo! Finance: AAPL News,bde5229f-b3dd-34ac-95d0-0516eaca58a1
"Meet the Stock Warren Buffett Has Spent More Buying Than Apple, Bank of America, Coca-Cola, American Express, and Chevron, Combined!",https://www.fool.com/investing/2025/04/25/stock-warren-buffett-spent-more-buying-apple-bofa/?.tsrc=rss,The Oracle of Omaha has put nearly $78 billion to work in his favorite stock in less than seven years.,2025-04-25 07:51:00,Yahoo! Finance: AAPL News,642387c2-fc36-3072-a86e-ba6897a0bf61
Are Epic Fights Brewing Over This Lucrative Apple Business?,https://www.fool.com/investing/2025/04/25/are-epic-fights-brewing-over-this-lucrative-apple/?.tsrc=rss,"It isn't every day -- or every year, even -- that a high-profile credit card business comes up for grabs.  The tech giant is jettisoning the product's current issuer, a change that also might result in a switch of the network operator facilitating the card's transactions.  A great many Apple Card holders are also Apple device owners, meaning that at first blush, anyway, they comprise a relatively affluent crowd.",2025-04-25 07:23:00,Yahoo! Finance: AAPL News,893a1d74-e055-3a2b-88ad-287d9ded5e5c
China May Exempt Some US Goods From Tariffs as Costs Rise,https://finance.yahoo.com/news/china-may-exempt-us-goods-065000386.html?.tsrc=rss,"(Bloomberg) -- Supply Lines is a daily newsletter that tracks global trade. Sign up here.Most Read from BloombergTrump Gives New York ‘One Last Chance’ to End Congestion FeeWhy Car YouTuber Matt Farah Is Fighting for Walkable CitiesBackyard Micro-Flats Aim to Ease South Africa’s Housing CrisisThe Racial Wealth Gap Is Not Just About MoneyTo Fuel Affordable Housing, This Innovation Fund Targets Predevelopment CostsChina’s government is considering suspending its 125% tariff on some US imports, peo",2025-04-25 06:50:00,Yahoo! Finance: AAPL News,2eec2a78-1730-3f5b-9a73-6dd59ffd760b
Apple aims to build most iPhones for US in India by end of 2026,https://finance.yahoo.com/news/apple-aims-build-most-iphones-062228204.html?.tsrc=rss,"(Bloomberg) -- Sign up for the India Edition newsletter by Menaka Doshi – an insider's guide to the emerging economic powerhouse, and the billionaires and businesses behind its rise, delivered weekly.Most Read from BloombergTrump Gives New York ‘One Last Chance’ to End Congestion FeeWhy Car YouTuber Matt Farah Is Fighting for Walkable CitiesBackyard Micro-Flats Aim to Ease South Africa’s Housing CrisisThe Racial Wealth Gap Is Not Just About MoneyTo Fuel Affordable Housing, This Innovation Fund T",2025-04-25 06:22:28,Yahoo! Finance: AAPL News,f2d245a5-ea06-3864-923a-38e9791866dd
"Stocks to watch next week: Apple, Microsoft, Shell, HSBC, Lloyds and AstraZeneca",https://uk.finance.yahoo.com/news/apple-microsoft-shell-hsbc-lloyds-astrazeneca-stocks-to-watch-050019911.html?.tsrc=rss,Earnings preview of key companies reporting next week and what to look out for.,2025-04-25 05:00:19,Yahoo! Finance: AAPL News,2c89b452-698a-4d24-af1d-51ba1bbeaaa2
Elizabeth Warren Slams Tim Cook Over Alleged Backdoor Deal With Trump To Shield Apple From Crushing China Tariffs: 'Creates The Appearance Of Impropriety',https://finance.yahoo.com/news/elizabeth-warren-slams-tim-cook-033913072.html?.tsrc=rss,"On Wednesday, Sen. Elizabeth Warren (D-Mass.) requested answers from Apple Inc. (NASDAQ:AAPL) CEO Tim Cook, citing a pattern of ""influence-peddling"" between the iPhone-maker and the Donald Trump administration over the trade negotiations with China. What Happened: In a letter to Cook that was obtained by Bloomberg News, Warren questioned Apple CEO's involvement in securing tariff exemptions on Apple products after Trump threatened to impose duties as high as 145% on Chinese imports. These tariff",2025-04-25 03:39:13,Yahoo! Finance: AAPL News,8b10fd6b-df6b-32f9-8706-bcced0979a9a
Elon Musk Equates Car Ownership In Future To Riding A Horse While Using A Flip Phone — Pierre Ferragu Says Tesla's 'iPhone Moment' Hinges On Full Autonomy,https://finance.yahoo.com/news/elon-musk-equates-car-ownership-005941295.html?.tsrc=rss,"On Tuesday, during Tesla Inc.'s (NASDAQ:TSLA) first-quarter earnings call, CEO Elon Musk predicted that car ownership will soon become obsolete. What Happened: Musk said that most people will no longer buy cars in the future, framing the shift as an inevitable change. He compared traditional gasoline vehicles to outdated technologies, likening them to flip phones in an era dominated by smartphones. “In the not too distant future, buying a gasoline car that is not autonomous will be like riding a",2025-04-25 00:59:41,Yahoo! Finance: AAPL News,aea8842d-7e64-3bed-be99-23174f9fc07b
Google Faces a Potential Breakup,https://www.fool.com/investing/2025/04/24/google-faces-a-potential-breakup/?.tsrc=rss,The Department of Justice is asking that Alphabet sell Chrome.,2025-04-25 00:51:00,Yahoo! Finance: AAPL News,493291e8-ade1-3780-aa1f-a3d56f15fdf6
T-Mobile CEO: Tariffs on phones will have to be eaten by consumers,https://finance.yahoo.com/news/t-mobile-ceo-tariffs-on-phones-will-have-to-be-eaten-by-consumers-231011987.html?.tsrc=rss,T-Mobile CEO Mike Sievert weighs in on tariffs and his company's outlook amid a global trade war.,2025-04-24 23:10:11,Yahoo! Finance: AAPL News,d7d05c56-fbe4-401d-ab53-7837ea17188f
